host	n_obs_alone	n_obs_with_par	n_obs_tot	known_plant	selection_test_01	phylum	class	order	family	subfamily	tribe	genus	n_in_10_best_march_2019	n_obs_with_col_event	n_col_event
semaeopus_janzen17	9	1	10	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Semaeopus	NA	7	6
semyra_finita	5	10	15	0	n	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	NA	Semyra	NA	5	5
semyra_irena	0	2	2	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sennia_auritalis	28	2	30	9	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	NA	Sennia	NA	24	15
sericoceros_gibbus	17	6	23	0	n	Arthropoda	Insecta	Hymenoptera	Argidae	Erigleninae	NA	Sericoceros	NA	17	5
sericoceros_vumirus	29	3	32	0	n	Arthropoda	Insecta	Hymenoptera	Argidae	Erigleninae	NA	Sericoceros	NA	29	15
sericochroa_felderi	24	21	45	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Sericochroa	NA	24	21
siculojanzen01_biolep03	44	18	62	0	n	Arthropoda	Insecta	Lepidoptera	Thyrididae	Siculodinae	NA	siculoJanzen01	NA	26	24
siculojanzen01_janzen05	33	27	60	0	n	Arthropoda	Insecta	Lepidoptera	Thyrididae	Siculodinae	NA	siculoJanzen01	NA	14	13
sicya_medangula	2	2	4	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Sicya	NA	1	1
siderone_galanthis	9	40	49	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Charaxinae	NA	Siderone	NA	3	3
simopteryx_torquataria	32	9	41	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Simopteryx	NA	3	3
siproeta_epaphus	18	1	19	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	NA	Siproeta	NA	14	10
smicropus_intercepta	18	6	24	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Smicropus	NA	18	16
smicropus_laeta	42	3	45	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Smicropus	NA	29	18
smyra_stipatura	4	3	7	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Smyra	NA	NA	NA
sorocaba_janzen01	16	1	17	0	n	Arthropoda	Insecta	Lepidoptera	Phiditiidae	NA	NA	Sorocaba	NA	15	13
sostrata_bifasciata	101	25	126	80	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Sostrata	NA	88	82
sostrata_pusilla	28	1	29	20	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Sostrata	NA	22	22
sosxetra_grata	0	1	1	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sparganocosma_docsturnerorum	76	13	89	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Sparganocosma	NA	58	38
spathilepia_clonius	24	7	31	18	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Spathilepia	NA	19	19
sphacelodes_vulneraria	207	5	212	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Sphacelodes	NA	185	100
spilobiolep01_biolep243	5	1	6	2	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	5	4
spilobiolep01_biolep311	34	5	39	1	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	26	15
spilobiolep01_biolep375	9	12	21	5	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	9	7
spilobiolep01_biolep379	3	5	8	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	2	2
spilobiolep01_biolep402	18	2	20	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	13	8
spilobiolep01_biolep403	29	6	35	2	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	23	8
spilobiolep01_biolep413	20	3	23	2	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	12	9
spilobiolep01_biolep414	123	28	151	44	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	80	52
spilobiolep01_biolep415	4	1	5	1	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	3	3
spilobiolep01_biolep498	0	14	14	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spilobiolep01_biolep575	26	3	29	4	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	21	18
spilobiolep01_biolep577	94	36	130	2	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	61	27
spilobiolep01_biolep705	26	5	31	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloBioLep01	NA	12	6
spilojanzen01_janzen14dhj02	45	1	46	12	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	spiloJanzen01	NA	26	18
spilomela_discordens	106	9	115	10	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Spilomela	NA	58	45
spilomela_personalis	0	4	4	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spodoptera_androgea	85	17	102	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctuinae	NA	Spodoptera	NA	79	59
spodoptera_eridania	66	1	67	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctuinae	NA	Spodoptera	NA	59	28
spodoptera_frugiperda	0	1	1	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spodoptera_frugiperdadhj01	28	5	33	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctuinae	NA	Spodoptera	NA	24	17
spodoptera_frugiperdadhj02	10	1	11	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctuinae	NA	Spodoptera	NA	9	7
spodoptera_latifascia	113	6	119	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctuinae	NA	Spodoptera	NA	111	64
spoladea_recurvalis	17	22	39	8	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Spoladea	NA	17	11
spragueia_lepusdhj02	20	5	25	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acontiinae	Acontiini	Spragueia	NA	20	16
staphylus_ascalaphus	43	2	45	30	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Staphylus	NA	39	36
staphylus_azteca	68	8	76	66	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Staphylus	NA	60	46
staphylus_caribbea	89	15	104	60	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Staphylus	NA	77	69
staphylus_evemerus	23	3	26	22	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Staphylus	NA	21	18
staphylus_janzen03	2	3	5	1	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Staphylus	NA	1	1
staphylus_vulgata	86	42	128	77	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Staphylus	NA	78	71
stauropides_persimilis	124	5	129	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctuinae	Hadenini	Stauropides	NA	121	74
stenoma_adytodes	4	41	45	0	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	2	2
stenoma_adytodesdhj01	74	1	75	20	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	55	42
stenoma_biolep391	49	4	53	18	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	48	24
stenoma_biolep82	65	10	75	17	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	52	31
stenoma_biolep86	25	8	33	12	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	17	14
stenoma_biolep94	51	2	53	1	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	24	18
stenoma_byssina	48	43	91	15	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	37	30
stenoma_cathosiota	140	1	141	33	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	125	76
stenoma_completella	89	89	178	40	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	56	43
stenoma_exarata	92	1	93	5	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	84	38
stenoma_fenestra	20	7	27	7	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	14	12
stenoma_janzen06	253	12	265	136	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	172	121
stenoma_janzen07	331	95	426	202	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	240	208
stenoma_janzen08	93	40	133	31	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	58	46
stenoma_janzen10	36	16	52	12	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	34	17
stenoma_janzen11	74	4	78	15	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	45	28
stenoma_janzen12	43	1	44	24	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	43	30
stenoma_janzen121	48	2	50	22	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	32	30
stenoma_janzen129	21	5	26	2	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	17	7
stenoma_janzen13	7	1	8	1	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	1	1
stenoma_janzen142	92	71	163	48	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	63	41
stenoma_janzen144	84	4	88	24	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	52	35
stenoma_janzen16	12	2	14	4	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	12	12
stenoma_janzen19	347	14	361	194	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	272	219
stenoma_janzen199	113	7	120	44	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	96	47
stenoma_janzen20	158	15	173	85	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	119	87
stenoma_janzen209	76	1	77	5	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	57	30
stenoma_janzen210	21	2	23	1	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	10	10
stenoma_janzen230	55	7	62	15	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	39	19
stenoma_janzen27	40	2	42	10	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	24	19
stenoma_janzen284	42	3	45	16	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	40	18
stenoma_janzen369	24	1	25	13	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	18	7
stenoma_janzen414	31	12	43	4	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	19	13
stenoma_janzen44	274	116	390	109	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	201	107
stenoma_janzen58	31	4	35	6	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	13	12
stenoma_janzen699	19	1	20	2	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	8	5
stenoma_janzen99	87	9	96	18	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	45	33
stenoma_luctificadhj02	19	4	23	8	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	18	14
stenoma_patens	9	17	26	2	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	2	2
stenoma_patensdhj04	27	2	29	16	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	25	20
stenoma_patensdhj05	61	4	65	36	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	47	34
stenoma_patensdhj06	36	8	44	18	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	32	22
stenoma_phillips543	88	29	117	20	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	NA	Stenoma	NA	48	27
sterbiolep01_biolep95	17	1	18	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	sterBioLep01	NA	13	8
strepsicrates_brown25	50	7	57	2	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Olethreutinae	NA	Strepsicrates	NA	45	27
strepsicrates_brown37	75	5	80	2	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Olethreutinae	NA	Strepsicrates	NA	44	32
subtranstillaspis_hypochloris	14	1	15	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Subtranstillaspis	NA	10	8
syllepis_hortalis	0	9	9	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
syllepis_marialis	57	20	77	12	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepis	NA	40	30
syllepte_amando	5	1	6	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepte	NA	NA	NA
syllepte_amandodhj02	46	13	59	34	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepte	NA	41	33
syllepte_belialis	67	66	133	16	y	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepte	NA	63	39
syllepte_janzen03	41	6	47	15	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepte	NA	30	21
syllepte_nitidalisdhj02	27	4	31	8	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepte	NA	20	19
syllepte_philetalis	12	1	13	4	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepte	NA	9	8
syllepte_solis21	45	18	63	22	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepte	NA	23	11
syllepte_solis22	92	17	109	30	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepte	NA	56	45
syllepte_striginervalis	9	1	10	7	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Syllepte	NA	9	8
symmachia_rubina	21	5	26	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Symmachia	NA	19	17
symmachia_tricolor	49	20	69	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Symmachia	NA	28	26
symmachia_xypete	46	3	49	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Symmachia	NA	36	21
symphlebia_ipsea	6	9	15	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Symphlebia	NA	3	3
symphlebia_tessellata	2	3	5	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Symphlebia	NA	NA	NA
synale_cynaxa	21	43	64	14	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Synale	NA	19	19
synapte_salenus	13	3	16	13	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Synapte	NA	12	12
synapte_silius	169	4	173	130	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Synapte	NA	120	87
synargis_mycone	40	7	47	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Synargis	NA	37	31
synchlora_indecora	2	1	3	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Geometrinae	NA	Synchlora	NA	2	2
syngamia_florella	0	37	37	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
syngria_druidariadhj01	87	1	88	0	n	Arthropoda	Insecta	Lepidoptera	Uraniidae	Epipleminae	NA	Syngria	NA	83	49
syngria_druidariadhj03	36	1	37	0	n	Arthropoda	Insecta	Lepidoptera	Uraniidae	Epipleminae	NA	Syngria	NA	34	23
syntomeida_melanthus	28	2	30	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Syntomeida	NA	28	26
syssphinx_jennyphillipsae	39	52	91	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Ceratocampinae	NA	Syssphinx	NA	38	26
syssphinx_molina	258	2	260	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Ceratocampinae	NA	Syssphinx	NA	258	11
syssphinx_quadrilineata	6	7	13	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Ceratocampinae	NA	Syssphinx	NA	6	6
syssphinx_quadrilineatadhj01	106	1	107	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Ceratocampinae	NA	Syssphinx	NA	92	67
tachuda_albosigma	2	2	4	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Tachuda	NA	2	2
tachuda_discreta	13	32	45	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Tachuda	NA	NA	NA
tachuda_discretadhj01	34	4	38	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Tachuda	NA	32	32
tachuda_discretadhj02	257	47	304	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Tachuda	NA	219	188
tachuda_plumipesicg02	38	7	45	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Tachuda	NA	35	29
tachychlora_amilletes	22	5	27	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Geometrinae	NA	Tachychlora	NA	18	17
tachyphyle_hamata	27	2	29	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Geometrinae	NA	Tachyphyle	NA	24	19
taeniogramma_odrussadhj01	67	12	79	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Taeniogramma	NA	64	28
talides_burns02	149	18	167	138	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Talides	NA	142	142
talides_burns03	100	5	105	82	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Talides	NA	87	83
talides_burns04	340	18	358	272	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Talides	NA	298	286
talides_sergestus	25	81	106	18	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Talides	NA	23	22
talima_beckeri	28	3	31	0	n	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	NA	Talima	NA	26	26
tancoa_crinitadhj03	55	3	58	37	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Epipaschiinae	NA	Tancoa	NA	46	31
tancoa_crinitadhj04	136	10	146	67	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Epipaschiinae	NA	Tancoa	NA	85	48
tarchon_felderidhj01	75	9	84	0	n	Arthropoda	Insecta	Lepidoptera	Apatelodidae	Apatelodinae	NA	Tarchon	NA	64	53
tautobriga_glaucopis	62	9	71	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Tautobriga	NA	59	45
taygetina_kerea	45	1	46	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Taygetina	NA	30	26
taygetis_kerea	0	1	1	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
taygetis_laches	155	11	166	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Taygetis	NA	126	88
taygetis_rufomarginata	91	3	94	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Taygetis	NA	72	57
taygetis_thamyra	50	8	58	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Taygetis	NA	39	37
taygetis_uzza	0	1	1	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
taygetomorpha_leuctra	0	1	1	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tebenna_janzen02	6	1	7	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Choreutinae	NA	Tebenna	NA	6	5
tecmessa_dandon	28	3	31	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Cerurinae	NA	Tecmessa	NA	22	19
tegosa_anieta	13	1	14	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	NA	Tegosa	NA	13	7
telemiades_antiope	11	140	151	11	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Telemiades	NA	11	10
telemiades_fides	339	220	559	272	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Telemiades	NA	308	296
telemiades_gallius	4	1	5	3	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Telemiades	NA	3	3
telemiades_megallus	41	1	42	39	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Telemiades	NA	37	36
telemiades_nicomedes	39	5	44	32	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Telemiades	NA	37	37
telemiades_oiclus	21	11	32	21	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Telemiades	NA	21	21
temenis_hondurensis	44	7	51	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Temenis	NA	31	28
thagona_errans	23	5	28	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Lymantriinae	NA	Thagona	NA	15	12
thagona_tibialisdhj02	24	2	26	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Lymantriinae	NA	Thagona	NA	24	18
theope_eudocia	57	3	60	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Theope	NA	46	33
theope_virgilius	7	1	8	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Theope	NA	1	1
theope_virgiliusdhj03	63	3	66	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Theope	NA	62	49
therinia_transversaria	23	2	25	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Oxyteninae	NA	Therinia	NA	23	21
theritas_mavors	1	4	5	0	n	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Theclinae	NA	Theritas	NA	NA	NA
thessia_jalapus	0	12	12	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
thisbe_irenea	5	75	80	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Thisbe	NA	1	1
thracides_nanea	14	9	23	12	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Thracides	NA	9	8
thracides_phidon	41	25	66	36	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Thracides	NA	38	36
thysanoprymna_haemorrhoides	25	1	26	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Thysanoprymna	NA	23	18
thysanopyga_amarantha	55	1	56	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Thysanopyga	NA	23	19
thysanopyga_cermala	18	3	21	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Thysanopyga	NA	17	3
thysanopyga_cermaladhj02	37	1	38	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Thysanopyga	NA	36	24
tigasis_simplex	59	4	63	56	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Tigasis	NA	21	8
tigridia_acesta	2	3	5	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	NA	Tigridia	NA	NA	NA
timochares_trifasciata	27	14	41	19	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Timochares	NA	21	19
timochreon_satyrus	29	4	33	26	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Timochreon	NA	25	24
tisias_myna	8	3	11	7	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Tisias	NA	8	8
tithraustes_lambertae	134	43	177	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Dioptinae	NA	Tithraustes	NA	101	74
tithraustes_noctiluces	1	1	2	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Dioptinae	NA	Tithraustes	NA	1	1
tithraustes_noctilucesicg02	56	27	83	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Dioptinae	NA	Tithraustes	NA	50	42
titya_synoecura	24	18	42	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Titya	NA	21	14
tmetomorpha_bitias	11	1	12	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Tmetomorpha	NA	5	3
tmetomorpha_bitiasdhj02	85	1	86	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Tmetomorpha	NA	63	35
tolype_nana	5	4	9	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Tolype	NA	5	3
tortyra_janzen04	35	4	39	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Choreutinae	NA	Tortyra	NA	30	15
tosta_gorgus	9	4	13	9	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Tosta	NA	8	8
tosta_niger	15	3	18	13	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Tosta	NA	11	9
tosta_platypterus	62	8	70	38	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Tosta	NA	48	48
toxonprucha_excavata	51	6	57	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae	Omopterini	Toxonprucha	NA	40	29
toxonprucha_poole02	15	3	18	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae	Omopterini	Toxonprucha	NA	15	13
