host_x	host_y	n_x_known_plant	n_y_known_plant	n_x_plant_z	n_y_plant_z	plant_z	n_plant_z
gonionota_janzen116	nascus_burns01	25	22	2	2	guarea_rhopalocarpa	33
gonionota_janzen116	passova_gellias	25	27	10	7	guarea_kegelii	58
gonionota_janzen116	passova_gellias	25	27	1	1	guarea_zarceronensis	4
gonionota_janzen116	passova_gellias	25	27	10	7	guarea_kegelii	58
gonionota_janzen116	passova_gellias	25	27	1	1	guarea_zarceronensis	4
gonionota_janzen116	staphylus_caribbea	25	61	2	1	guarea_rhopalocarpa	33
gonionota_janzen116	stenoma_biolep391	25	18	10	16	guarea_kegelii	58
gonionota_janzen116	stenoma_byssina	25	15	1	2	cupania_macrophylla	4
gonioterma_anna	gonioterma_annadhj02	1	60	1	23	coussapoa_nymphaeifolia	24
gonioterma_annadhj02	patania_solis03	60	76	2	1	cecropia_peltata	27
gonioterma_annadhj02	patania_solis03	60	76	2	1	cecropia_peltata	27
gonioterma_annadhj02	patania_solis04	60	122	13	82	cecropia_obtusifolia	97
gonioterma_annadhj02	patania_solis04	60	122	8	10	cecropia_insignis	18
gonioterma_annadhj02	patania_solis04	60	122	2	24	cecropia_peltata	27
gorgythion_begga	microthyris_alvinalis	7	18	1	18	banisteriopsis_muricata	29
gorgythion_begga	polythrix_kanshul	7	22	1	1	hiraea_reclinata	34
gorgythion_begga	sostrata_bifasciata	7	82	1	4	heteropterys_laurifolia	32
gorgythion_begga	sostrata_bifasciata	7	82	1	2	tetrapterys_discolor	7
gorgythion_begga	sostrata_bifasciata	7	82	1	4	heteropterys_laurifolia	32
gorgythion_begga	sostrata_bifasciata	7	82	1	2	tetrapterys_discolor	7
gorgythion_begga	timochares_trifasciata	7	19	1	8	heteropterys_laurifolia	32
gorgythion_begga	timochares_trifasciata	7	19	1	1	tetrapterys_discolor	7
gorgythion_begga	timochares_trifasciata	7	19	1	8	heteropterys_laurifolia	32
gorgythion_begga	timochares_trifasciata	7	19	1	1	tetrapterys_discolor	7
hemiceras_nigrescens	hemiceras_pallidula	99	5	16	4	inga_vera	125
hemiceras_nigrescens	hemiceras_pallidula	99	5	16	4	inga_vera	125
hemiceras_nigrescens	hemiceras_sabis	99	52	21	1	inga_sapindoides	302
hemiceras_nigrescens	hemiceras_sabis	99	52	21	37	inga_oerstediana	500
hemiceras_nigrescens	hemiceras_sabis	99	52	16	10	inga_vera	125
hemiceras_nigrescens	hemiceras_vecina	99	108	21	8	inga_oerstediana	500
hemiceras_nigrescens	hemiceras_vecina	99	108	21	98	inga_sapindoides	302
hemiceras_nigrescens	hemiceras_vecina	99	108	21	8	inga_oerstediana	500
hemiceras_nigrescens	hemiceras_vecina	99	108	21	98	inga_sapindoides	302
hemiceras_nigrescens	microthyris_prolongalisdhj02	99	89	21	1	inga_oerstediana	500
hemiceras_nigrescens	narcosius_samson	99	31	35	5	inga_punctata	152
hemiceras_nigrescens	narcosius_samson	99	31	21	8	inga_oerstediana	500
hemiceras_nigrescens	narcosius_samson	99	31	21	16	inga_sapindoides	302
hemiceras_nigrescens	omiodes_humeralis	99	1	21	1	inga_sapindoides	302
hemiceras_nigrescens	omiodes_humeralisdhj07	99	194	35	5	inga_punctata	152
hemiceras_nigrescens	omiodes_humeralisdhj07	99	194	16	7	inga_vera	125
hemiceras_nigrescens	omiodes_humeralisdhj07	99	194	35	5	inga_punctata	152
hemiceras_nigrescens	omiodes_humeralisdhj07	99	194	16	7	inga_vera	125
hemiceras_nigrescens	phybiolep01_biolep758	99	11	21	1	inga_oerstediana	500
hemiceras_nigrescens	telemiades_antiope	99	11	21	3	inga_oerstediana	500
hemiceras_nigrescens	telemiades_antiope	99	11	21	1	inga_sapindoides	302
hemiceras_nigrescens	telemiades_antiope	99	11	21	3	inga_oerstediana	500
hemiceras_nigrescens	telemiades_antiope	99	11	21	1	inga_sapindoides	302
hemiceras_nigrescens	telemiades_fides	99	272	35	45	inga_punctata	152
hemiceras_nigrescens	telemiades_fides	99	272	16	41	inga_vera	125
hemiceras_nigrescens	telemiades_fides	99	272	35	45	inga_punctata	152
hemiceras_nigrescens	telemiades_fides	99	272	16	41	inga_vera	125
hemiceras_pallidula	hemiceras_sabis	5	52	4	10	inga_vera	125
hemiceras_pallidula	hemiceras_sabis	5	52	4	10	inga_vera	125
hemiceras_pallidula	hemiceras_vecina	5	108	1	8	inga_oerstediana	500
hemiceras_pallidula	microthyris_prolongalisdhj02	5	89	1	1	inga_oerstediana	500
hemiceras_pallidula	narcosius_samson	5	31	1	8	inga_oerstediana	500
hemiceras_pallidula	omiodes_humeralisdhj07	5	194	4	7	inga_vera	125
hemiceras_pallidula	omiodes_humeralisdhj07	5	194	4	7	inga_vera	125
hemiceras_pallidula	phybiolep01_biolep758	5	11	1	1	inga_oerstediana	500
hemiceras_pallidula	telemiades_antiope	5	11	1	3	inga_oerstediana	500
hemiceras_pallidula	telemiades_fides	5	272	4	41	inga_vera	125
hemiceras_pallidula	telemiades_fides	5	272	4	41	inga_vera	125
hemiceras_sabis	hemiceras_vecina	52	108	1	98	inga_sapindoides	302
hemiceras_sabis	hemiceras_vecina	52	108	1	98	inga_sapindoides	302
hemiceras_sabis	microthyris_prolongalisdhj02	52	89	37	1	inga_oerstediana	500
hemiceras_sabis	narcosius_samson	52	31	1	16	inga_sapindoides	302
hemiceras_sabis	narcosius_samson	52	31	1	16	inga_sapindoides	302
hemiceras_sabis	omiodes_humeralis	52	1	1	1	inga_sapindoides	302
hemiceras_sabis	omiodes_humeralisdhj07	52	194	37	120	inga_oerstediana	500
hemiceras_sabis	omiodes_humeralisdhj07	52	194	10	7	inga_vera	125
hemiceras_sabis	omiodes_humeralisdhj07	52	194	37	120	inga_oerstediana	500
hemiceras_sabis	omiodes_humeralisdhj07	52	194	10	7	inga_vera	125
hemiceras_sabis	phybiolep01_biolep758	52	11	37	1	inga_oerstediana	500
hemiceras_sabis	telemiades_antiope	52	11	1	1	inga_sapindoides	302
hemiceras_sabis	telemiades_antiope	52	11	1	1	inga_sapindoides	302
hemiceras_sabis	telemiades_fides	52	272	1	39	inga_sapindoides	302
hemiceras_sabis	telemiades_fides	52	272	37	96	inga_oerstediana	500
hemiceras_sabis	telemiades_fides	52	272	10	41	inga_vera	125
hemiceras_vecina	microthyris_prolongalisdhj02	108	89	8	1	inga_oerstediana	500
hemiceras_vecina	narcosius_samson	108	31	1	5	inga_punctata	152
hemiceras_vecina	narcosius_samson	108	31	8	8	inga_oerstediana	500
hemiceras_vecina	narcosius_samson	108	31	98	16	inga_sapindoides	302
hemiceras_vecina	omiodes_humeralis	108	1	98	1	inga_sapindoides	302
hemiceras_vecina	omiodes_humeralisdhj07	108	194	1	5	inga_punctata	152
hemiceras_vecina	omiodes_humeralisdhj07	108	194	8	120	inga_oerstediana	500
hemiceras_vecina	omiodes_humeralisdhj07	108	194	98	41	inga_sapindoides	302
hemiceras_vecina	phybiolep01_biolep758	108	11	8	1	inga_oerstediana	500
hemiceras_vecina	telemiades_antiope	108	11	1	3	inga_punctata	152
hemiceras_vecina	telemiades_antiope	108	11	8	3	inga_oerstediana	500
hemiceras_vecina	telemiades_antiope	108	11	98	1	inga_sapindoides	302
hemiceras_vecina	telemiades_fides	108	272	1	45	inga_punctata	152
hemiceras_vecina	telemiades_fides	108	272	8	96	inga_oerstediana	500
hemiceras_vecina	telemiades_fides	108	272	98	39	inga_sapindoides	302
herpetogramma_janzen03	herpetogramma_janzen04	1	34	1	27	achyranthes_aspera	152
herpetogramma_janzen03	staphylus_azteca	1	66	1	29	achyranthes_aspera	152
herpetogramma_janzen03	staphylus_caribbea	1	61	1	49	achyranthes_aspera	152
herpetogramma_janzen03	staphylus_vulgata	1	79	1	46	achyranthes_aspera	152
herpetogramma_janzen04	portentomorpha_xanthialis	34	30	1	30	margaritaria_nobilis	31
herpetogramma_janzen04	staphylus_azteca	34	66	2	4	achyranthes_indica	14
herpetogramma_janzen04	staphylus_azteca	34	66	27	29	achyranthes_aspera	152
herpetogramma_janzen04	staphylus_azteca	34	66	4	5	cyathula_achyranthoides	25
herpetogramma_janzen04	staphylus_caribbea	34	61	2	8	achyranthes_indica	14
herpetogramma_janzen04	staphylus_caribbea	34	61	2	8	achyranthes_indica	14
herpetogramma_janzen04	staphylus_vulgata	34	79	4	16	cyathula_achyranthoides	25
herpetogramma_janzen04	staphylus_vulgata	34	79	4	16	cyathula_achyranthoides	25
herpetogramma_phaeopteralis	nyctelius_nyctelius	13	11	6	1	ischaemum_timorense	28
herpetogramma_phaeopteralis	perichares_adela	13	215	7	1	paspalum_nutans	35
herpetogramma_phaeopteralis	urbanus_teleus	13	13	7	1	paspalum_nutans	35
herpetogramma_phaeopteralis	vehilius_vetula	13	15	7	7	paspalum_nutans	35
herpetogramma_phaeopteralis	vehilius_vetula	13	15	7	7	paspalum_nutans	35
herpetogramma_salbialis	leucochromodes_melusinalisdhj01	85	19	1	18	uncaria_tomentosa	28
herpetogramma_salbialis	mictris_crispus	85	31	1	6	uncaria_tomentosa	28
herpetogramma_salbialis	noctuana_lactifera	85	2	1	1	triumfetta_lappula	4
herpetogramma_salbialis	palpusia_plumipesdhj01	85	24	1	3	uncaria_tomentosa	28
herpetogramma_salbialis	pantographa_solis116dhj02	85	43	1	2	triumfetta_lappula	4
herpetogramma_salbialis	quadrus_cerialis	85	59	1	2	piper_auritum	50
herpetogramma_salbialis	rhectocraspeda_periusalis	85	82	1	45	piper_auritum	50
herpetogramma_salbialis	spilobiolep01_biolep414	85	44	1	1	melanthera_nivea	91
herpetogramma_salbialis	spilobiolep01_biolep414	85	44	1	1	calea_urticifolia	12
herpetogramma_salbialis	spilobiolep01_biolep414	85	44	55	2	zexmenia_virgulta	161
herpetogramma_salbialis	urbanus_belli	85	8	1	1	melanthera_nivea	91
herpetogramma_salbialis	urbanus_belli	85	8	8	1	clibadium_pittieri	65
herpetogramma_salbialis	urbanus_belli	85	8	55	1	zexmenia_virgulta	161
herpetogramma_salbialis	urbanus_segnestami	85	259	1	10	calea_urticifolia	12
herpetogramma_salbialis	urbanus_segnestami	85	259	8	20	clibadium_pittieri	65
herpetogramma_salbialis	urbanus_segnestami	85	259	1	88	melanthera_nivea	91
herpetogramma_salbialis	urbanus_segnestami	85	259	1	4	baltimora_recta	11
herpetogramma_salbialis	urbanus_segnestami	85	259	3	11	clibadium_leiocarpum	17
herpetogramma_salbialis	urbanus_segnestami	85	259	2	1	lasianthaea_fruticosa	19
herpetogramma_salbialis	urbanus_segnestami	85	259	55	93	zexmenia_virgulta	161
herpetogramma_semilaniata	herpetogramma_solis10	5	55	1	13	justicia_macrantha	14
herpetogramma_semilaniata	herpetogramma_solis10	5	55	1	13	justicia_macrantha	14
herpetogramma_semilaniata	pilocrocis_ramentalis	5	9	1	9	dyschoriste_quadrangularis	10
herpetogramma_solis10	spilobiolep01_biolep414	55	44	4	4	koanophyllon_hylonoma	10
hesperjanzen01_janzen55	jemadia_suekentonmiller	72	13	1	1	daytime_net	106
hesperjanzen01_janzen55	justinia_norda	72	22	1	1	daytime_net	106
hesperjanzen01_janzen55	morvina_fissimacula	72	16	1	1	daytime_net	106
hesperjanzen01_janzen55	mylon_lassia	72	28	1	2	daytime_net	106
hesperjanzen01_janzen55	mylon_pelopidas	72	26	1	1	daytime_net	106
hesperjanzen01_janzen55	nisoniades_godma	72	56	1	2	daytime_net	106
hesperjanzen01_janzen55	phocides_pigmaliondhj02	72	30	1	1	daytime_net	106
hesperjanzen01_janzen55	polyctor_polyctor	72	121	1	1	daytime_net	106
hesperjanzen01_janzen55	proteides_mercurius	72	27	1	1	daytime_net	106
hesperjanzen01_janzen55	pythonides_amaryllis	72	32	1	1	daytime_net	106
hesperjanzen01_janzen55	quadrus_cerialis	72	59	1	1	daytime_net	106
hesperjanzen01_janzen55	sostrata_bifasciata	72	82	1	1	daytime_net	106
hesperjanzen01_janzen55	staphylus_caribbea	72	61	1	1	daytime_net	106
hesperjanzen01_janzen55	staphylus_vulgata	72	79	1	2	daytime_net	106
hesperjanzen01_janzen55	turesis_complanula	72	54	1	1	daytime_net	106
hesperjanzen01_janzen55	udranomia_orcinus	72	72	1	1	daytime_net	106
hesperjanzen01_janzen55	urbanus_dorantes	72	23	1	3	daytime_net	106
hesperjanzen01_janzen55	urbanus_doryssusdhj02	72	78	1	4	daytime_net	106
hesperjanzen01_janzen55	urbanus_proteus	72	503	1	1	daytime_net	106
hesperjanzen01_janzen55	urbanus_segnestami	72	259	1	1	daytime_net	106
hesperjanzen01_janzen55	urbanus_simplicius	72	24	1	4	daytime_net	106
hesperjanzen01_janzen55	urbanus_teleus	72	13	1	2	daytime_net	106
hesperjanzen01_janzen55	vehilius_vetula	72	15	1	1	daytime_net	106
hesperjanzen01_janzen55	xenophanes_tryxus	72	39	1	4	daytime_net	106
hyalorista_exuvialisdhj02	hyalorista_exuvialisdhj04	42	3	28	3	hyptis_obtusifolia	32
hyalorista_exuvialisdhj02	omiodes_fulvicauda	42	20	28	1	hyptis_obtusifolia	32
hyalorista_exuvialisdhj04	omiodes_fulvicauda	3	20	3	1	hyptis_obtusifolia	32
hyalothyrus_neleus	omiodes_cuniculalis	27	177	1	5	swartzia_cubensis	11
hyalothyrus_neleus	parelbella_macleannani	27	22	1	3	myrcia_splendens	28
hyalothyrus_neleus	phocides_nigrescens	27	57	1	21	myrcia_splendens	28
inga_biolep146	omiodes_cuniculalis	24	177	5	16	lonchocarpus_macrophyllus	56
inga_biolep146	omiodes_cuniculalis	24	177	1	18	lonchocarpus_guatemalensis	51
inga_biolep146	omiodes_cuniculalis	24	177	8	6	lonchocarpus_oliganthus	88
inga_biolep146	polygonus_leo	24	27	5	6	lonchocarpus_macrophyllus	56
inga_biolep146	polygonus_leo	24	27	1	4	lonchocarpus_guatemalensis	51
inga_biolep146	polygonus_leo	24	27	8	8	lonchocarpus_oliganthus	88
inga_biolep146	polythrix_asine	24	7	8	1	lonchocarpus_oliganthus	88
inga_biolep146	polythrix_kanshul	24	22	5	1	lonchocarpus_macrophyllus	56
inga_biolep146	polythrix_kanshul	24	22	5	1	lonchocarpus_macrophyllus	56
inga_biolep146	proteides_mercurius	24	27	5	1	lonchocarpus_macrophyllus	56
inga_biolep146	proteides_mercurius	24	27	1	3	lonchocarpus_guatemalensis	51
inga_biolep146	proteides_mercurius	24	27	8	1	lonchocarpus_oliganthus	88
jemadia_suekentonmiller	justinia_norda	13	22	1	1	daytime_net	106
jemadia_suekentonmiller	morvina_fissimacula	13	16	1	1	daytime_net	106
jemadia_suekentonmiller	mylon_lassia	13	28	1	2	daytime_net	106
jemadia_suekentonmiller	mylon_pelopidas	13	26	1	1	daytime_net	106
jemadia_suekentonmiller	myscelus_belti	13	35	1	2	unknowable	12
jemadia_suekentonmiller	nisoniades_godma	13	56	1	2	daytime_net	106
jemadia_suekentonmiller	passova_gellias	13	27	1	6	unknowable	12
jemadia_suekentonmiller	phocides_pigmaliondhj02	13	30	1	1	daytime_net	106
jemadia_suekentonmiller	polyctor_polyctor	13	121	1	1	daytime_net	106
jemadia_suekentonmiller	proteides_mercurius	13	27	1	1	daytime_net	106
jemadia_suekentonmiller	pyrrhopyge_crida	13	48	1	2	unknowable	12
jemadia_suekentonmiller	pythonides_amaryllis	13	32	1	1	daytime_net	106
jemadia_suekentonmiller	quadrus_cerialis	13	59	1	1	daytime_net	106
jemadia_suekentonmiller	sostrata_bifasciata	13	82	1	1	daytime_net	106
jemadia_suekentonmiller	spilobiolep01_biolep375	13	5	11	5	casearia_arborea	16
jemadia_suekentonmiller	staphylus_caribbea	13	61	1	1	daytime_net	106
jemadia_suekentonmiller	staphylus_vulgata	13	79	1	2	daytime_net	106
jemadia_suekentonmiller	turesis_complanula	13	54	1	1	daytime_net	106
jemadia_suekentonmiller	udranomia_orcinus	13	72	1	1	daytime_net	106
jemadia_suekentonmiller	urbanus_dorantes	13	23	1	3	daytime_net	106
jemadia_suekentonmiller	urbanus_doryssusdhj02	13	78	1	4	daytime_net	106
jemadia_suekentonmiller	urbanus_proteus	13	503	1	1	daytime_net	106
jemadia_suekentonmiller	urbanus_segnestami	13	259	1	1	daytime_net	106
jemadia_suekentonmiller	urbanus_simplicius	13	24	1	4	daytime_net	106
jemadia_suekentonmiller	urbanus_teleus	13	13	1	2	daytime_net	106
jemadia_suekentonmiller	vehilius_vetula	13	15	1	1	daytime_net	106
jemadia_suekentonmiller	xenophanes_tryxus	13	39	1	4	daytime_net	106
jemadia_suekentonmiller	yanguna_cosyra	13	23	1	1	unknowable	12
justinia_burns01	justinia_norda	44	22	34	12	scleria_latifolia	63
justinia_burns01	orses_cynisca	44	37	34	10	scleria_latifolia	63
justinia_burns01	perichares_adela	44	215	2	1	scleria_mitis	4
justinia_burns01	perichares_adela	44	215	2	1	scleria_mitis	4
justinia_burns01	vehilius_vetula	44	15	1	1	scleria_melaleuca	2
justinia_norda	methionopsis_ina	22	55	4	4	ichnanthus_pallens	17
justinia_norda	morvina_fissimacula	22	16	1	1	daytime_net	106
justinia_norda	morys_valerius	22	52	3	4	lasiacis_ruscifolia	27
justinia_norda	mylon_lassia	22	28	1	2	daytime_net	106
justinia_norda	mylon_pelopidas	22	26	1	1	daytime_net	106
justinia_norda	nisoniades_godma	22	56	1	2	daytime_net	106
justinia_norda	orses_cynisca	22	37	12	10	scleria_latifolia	63
justinia_norda	perichares_adela	22	215	12	2	scleria_latifolia	63
justinia_norda	perichares_adela	22	215	12	2	scleria_latifolia	63
justinia_norda	phocides_pigmaliondhj02	22	30	1	1	daytime_net	106
justinia_norda	polyctor_polyctor	22	121	1	1	daytime_net	106
justinia_norda	proteides_mercurius	22	27	1	1	daytime_net	106
justinia_norda	pythonides_amaryllis	22	32	1	1	daytime_net	106
justinia_norda	quadrus_cerialis	22	59	1	1	daytime_net	106
justinia_norda	sostrata_bifasciata	22	82	1	1	daytime_net	106
justinia_norda	staphylus_caribbea	22	61	1	1	daytime_net	106
justinia_norda	staphylus_vulgata	22	79	1	2	daytime_net	106
justinia_norda	turesis_complanula	22	54	1	1	daytime_net	106
justinia_norda	udranomia_orcinus	22	72	1	1	daytime_net	106
justinia_norda	urbanus_dorantes	22	23	1	3	daytime_net	106
justinia_norda	urbanus_doryssusdhj02	22	78	1	4	daytime_net	106
justinia_norda	urbanus_proteus	22	503	1	1	daytime_net	106
justinia_norda	urbanus_segnestami	22	259	1	1	daytime_net	106
justinia_norda	urbanus_simplicius	22	24	1	4	daytime_net	106
justinia_norda	urbanus_teleus	22	13	4	1	ichnanthus_pallens	17
justinia_norda	urbanus_teleus	22	13	4	1	ichnanthus_pallens	17
justinia_norda	vehilius_vetula	22	15	1	1	homolepis_aturensis	23
justinia_norda	vehilius_vetula	22	15	1	1	panicum_trichidiachne	2
justinia_norda	vehilius_vetula	22	15	1	1	homolepis_aturensis	23
justinia_norda	vehilius_vetula	22	15	1	1	panicum_trichidiachne	2
justinia_norda	vettius_aurelius	22	44	3	19	lasiacis_ruscifolia	27
justinia_norda	xenophanes_tryxus	22	39	1	4	daytime_net	106
lerema_liris	morys_valerius	26	52	1	2	megathyrsus_maximus	49
lerema_liris	morys_valerius	26	52	1	3	rottboellia_cochinchinensis	15
lerema_liris	morys_valerius	26	52	1	2	megathyrsus_maximus	49
lerema_liris	morys_valerius	26	52	1	3	rottboellia_cochinchinensis	15
lerema_liris	nyctelius_nyctelius	26	11	1	1	rottboellia_cochinchinensis	15
lerema_liris	nyctelius_nyctelius	26	11	1	1	rottboellia_cochinchinensis	15
lerema_liris	orses_cynisca	26	37	5	1	lasiacis_procerrima	32
lerema_liris	perichares_adela	26	215	5	5	lasiacis_procerrima	32
lerema_liris	perichares_adela	26	215	3	4	oryza_latifolia	11
lerema_liris	perichares_adela	26	215	2	4	paspalum_botteri	8
lerema_liris	perichares_adela	26	215	1	4	brachiaria_arrecta	14
lerema_liris	perichares_adela	26	215	1	27	megathyrsus_maximus	49
lerema_liris	perichares_adela	26	215	1	5	panicum_vulgaris	7
lerema_liris	perichares_adela	26	215	1	5	rottboellia_cochinchinensis	15
lerema_liris	perichares_poaceaphaga	26	61	1	7	megathyrsus_maximus	49
lerema_liris	perichares_poaceaphaga	26	61	1	1	brachiaria_arrecta	14
lerema_liris	perichares_poaceaphaga	26	61	1	1	rottboellia_cochinchinensis	15
lerema_liris	urbanus_teleus	26	13	2	1	paspalum_botteri	8
lerema_liris	vettius_aurelius	26	44	5	16	lasiacis_procerrima	32
lethata_trochalosticta	parelbella_macleannani	30	22	1	19	eugenia_basilaris	44
lethata_trochalosticta	phocides_burns01	30	8	22	7	psidium_guajava	67
lethata_trochalosticta	phocides_burns01	30	8	22	7	psidium_guajava	67
lethata_trochalosticta	phocides_lilea	30	35	22	32	psidium_guajava	67
lethata_trochalosticta	phocides_nigrescens	30	57	2	1	eugenia_siggersii	3
lethata_trochalosticta	phocides_nigrescens	30	57	2	1	eugenia_siggersii	3
lethata_trochalosticta	sostrata_bifasciata	30	82	3	29	malpighia_glabra	32
lethata_trochalosticta	strepsicrates_brown25	30	2	22	2	psidium_guajava	67
lethata_trochalosticta	strepsicrates_brown37	30	2	22	2	psidium_guajava	67
leucochromodes_melusinalisdhj01	mictris_crispus	19	31	18	6	uncaria_tomentosa	28
leucochromodes_melusinalisdhj01	palpusia_plumipesdhj01	19	24	18	3	uncaria_tomentosa	28
macalla_niveorufadhj02	mictris_crispus	11	31	11	19	hieronyma_oblonga	31
macalla_niveorufadhj02	phocides_pigmaliondhj02	11	30	11	1	hieronyma_oblonga	31
methionopsis_ina	urbanus_teleus	55	13	4	1	ichnanthus_pallens	17
microsca_paullula	porphyrogenes_peterwegei	1	83	1	1	acalypha_diversifolia	12
microthyris_prolongalis	microthyris_prolongalisdhj02	1	89	1	58	ipomoea_batatas	111
microthyris_prolongalis	microthyris_prolongalisdhj03	1	16	1	7	ipomoea_batatas	111
microthyris_prolongalis	omiodes_fulvicauda	1	20	1	1	ipomoea_batatas	111
microthyris_prolongalis	pellicia_dimidiata	1	17	1	11	ipomoea_batatas	111
microthyris_prolongalis	psara_obscuralisdhj01	1	32	1	31	ipomoea_batatas	111
microthyris_prolongalisdhj02	microthyris_prolongalisdhj03	89	16	1	1	ipomoea_lindenii	4
microthyris_prolongalisdhj02	microthyris_prolongalisdhj03	89	16	58	7	ipomoea_batatas	111
microthyris_prolongalisdhj02	microthyris_prolongalisdhj03	89	16	18	7	ipomoea_phillomega	32
microthyris_prolongalisdhj02	narcosius_samson	89	31	1	8	inga_oerstediana	500
microthyris_prolongalisdhj02	omiodes_fulvicauda	89	20	58	1	ipomoea_batatas	111
microthyris_prolongalisdhj02	omiodes_humeralisdhj07	89	194	1	120	inga_oerstediana	500
microthyris_prolongalisdhj02	pellicia_dimidiata	89	17	18	1	ipomoea_phillomega	32
microthyris_prolongalisdhj02	pellicia_dimidiata	89	17	18	1	ipomoea_phillomega	32
microthyris_prolongalisdhj02	phostria_janzen03	89	10	11	1	merremia_umbellata	13
microthyris_prolongalisdhj02	phybiolep01_biolep758	89	11	1	1	inga_oerstediana	500
microthyris_prolongalisdhj02	psara_obscuralisdhj01	89	32	18	1	ipomoea_phillomega	32
microthyris_prolongalisdhj02	psara_obscuralisdhj01	89	32	18	1	ipomoea_phillomega	32
microthyris_prolongalisdhj02	telemiades_antiope	89	11	1	3	inga_oerstediana	500
microthyris_prolongalisdhj02	telemiades_fides	89	272	1	96	inga_oerstediana	500
microthyris_prolongalisdhj03	omiodes_fulvicauda	16	20	7	1	ipomoea_batatas	111
microthyris_prolongalisdhj03	pellicia_dimidiata	16	17	7	1	ipomoea_phillomega	32
microthyris_prolongalisdhj03	pellicia_dimidiata	16	17	7	11	ipomoea_batatas	111
microthyris_prolongalisdhj03	pellicia_dimidiata	16	17	1	2	ipomoea_trifida	3
microthyris_prolongalisdhj03	psara_obscuralisdhj01	16	32	7	1	ipomoea_phillomega	32
microthyris_prolongalisdhj03	psara_obscuralisdhj01	16	32	7	1	ipomoea_phillomega	32
mictris_crispus	palpusia_plumipesdhj01	31	24	6	3	uncaria_tomentosa	28
mictris_crispus	phocides_pigmaliondhj02	31	30	19	1	hieronyma_oblonga	31
milanion_marciana	pythonides_proxenus	13	32	2	20	annona_rensoniana	76
milanion_marciana	pythonides_proxenus	13	32	10	7	annona_papilionella	17
milanion_marciana	pythonides_proxenus	13	32	1	4	unonopsis_stevensii	6
mimophobetron_pyropsalis	phostria_metalobalis	54	20	3	19	genipa_americana	23
mimophobetron_pyropsalis	phostria_truncatalis	54	12	3	1	genipa_americana	23
mimophobetron_pyropsalis	trichaea_pilicornis	54	68	1	14	psychotria_grandis	35
mimophobetron_pyropsalis	trichaea_pilicornis	54	68	1	14	psychotria_grandis	35
morvina_fissimacula	mylon_lassia	16	28	1	2	daytime_net	106
morvina_fissimacula	mylon_pelopidas	16	26	1	1	daytime_net	106
morvina_fissimacula	nisoniades_godma	16	56	1	2	daytime_net	106
morvina_fissimacula	phocides_pigmaliondhj02	16	30	1	1	daytime_net	106
morvina_fissimacula	polyctor_polyctor	16	121	1	1	daytime_net	106
morvina_fissimacula	proteides_mercurius	16	27	1	1	daytime_net	106
morvina_fissimacula	pythonides_amaryllis	16	32	1	1	daytime_net	106
morvina_fissimacula	quadrus_cerialis	16	59	1	1	daytime_net	106
morvina_fissimacula	sostrata_bifasciata	16	82	1	1	daytime_net	106
morvina_fissimacula	staphylus_caribbea	16	61	1	1	daytime_net	106
morvina_fissimacula	staphylus_vulgata	16	79	1	2	daytime_net	106
morvina_fissimacula	turesis_complanula	16	54	1	1	daytime_net	106
morvina_fissimacula	udranomia_orcinus	16	72	1	1	daytime_net	106
morvina_fissimacula	urbanus_dorantes	16	23	1	3	daytime_net	106
morvina_fissimacula	urbanus_doryssusdhj02	16	78	1	4	daytime_net	106
morvina_fissimacula	urbanus_proteus	16	503	1	1	daytime_net	106
morvina_fissimacula	urbanus_segnestami	16	259	1	1	daytime_net	106
morvina_fissimacula	urbanus_simplicius	16	24	1	4	daytime_net	106
morvina_fissimacula	urbanus_teleus	16	13	1	2	daytime_net	106
morvina_fissimacula	vehilius_vetula	16	15	1	1	daytime_net	106
morvina_fissimacula	xenophanes_tryxus	16	39	1	4	daytime_net	106
morys_valerius	niconiades_incomptus	52	33	15	33	olyra_latifolia	181
morys_valerius	nyctelius_nyctelius	52	11	2	3	megathyrsus_maximus	49
morys_valerius	nyctelius_nyctelius	52	11	15	2	acroceras_zizanioides	77
morys_valerius	nyctelius_nyctelius	52	11	3	1	rottboellia_cochinchinensis	15
morys_valerius	orses_cynisca	52	37	15	26	olyra_latifolia	181
morys_valerius	orses_cynisca	52	37	15	26	olyra_latifolia	181
morys_valerius	parphorus_decora	52	78	15	72	olyra_latifolia	181
morys_valerius	perichares_adela	52	215	2	5	lasiacis_procerrima	32
morys_valerius	perichares_adela	52	215	1	4	oryza_latifolia	11
morys_valerius	perichares_adela	52	215	15	9	acroceras_zizanioides	77
morys_valerius	perichares_adela	52	215	2	27	megathyrsus_maximus	49
morys_valerius	perichares_adela	52	215	3	5	rottboellia_cochinchinensis	15
morys_valerius	perichares_poaceaphaga	52	61	2	7	megathyrsus_maximus	49
morys_valerius	perichares_poaceaphaga	52	61	15	2	acroceras_zizanioides	77
morys_valerius	perichares_poaceaphaga	52	61	3	1	rottboellia_cochinchinensis	15
morys_valerius	turesis_complanula	52	54	15	1	olyra_latifolia	181
morys_valerius	vehilius_vetula	52	15	4	1	lasiacis_ruscifolia	27
morys_valerius	vettius_aurelius	52	44	4	19	lasiacis_ruscifolia	27
morys_valerius	vettius_aurelius	52	44	2	16	lasiacis_procerrima	32
morys_valerius	vettius_aurelius	52	44	15	1	olyra_latifolia	181
