host_x	host_y	n_x_known_plant	n_y_known_plant	n_x_plant_z	n_y_plant_z	plant_z	n_plant_z
accinctapubes_albifasciata	accinctapubes_albifasciatadhj01	1	58	1	15	nectandra_hihua	98
accinctapubes_albifasciata	accinctapubes_albifasciatadhj03	1	13	1	8	nectandra_hihua	98
accinctapubes_albifasciata	anadasmus_janzen16	1	96	1	1	nectandra_hihua	98
accinctapubes_albifasciata	anadasmus_janzen17	1	116	1	2	nectandra_hihua	98
accinctapubes_albifasciata	anadasmus_janzen28	1	67	1	32	nectandra_hihua	98
accinctapubes_albifasciata	cerconota_janzen102	1	8	1	6	nectandra_hihua	98
accinctapubes_albifasciata	deuterollyta_chlorisalis	1	25	1	13	nectandra_hihua	98
accinctapubes_albifasciata	stenoma_janzen06	1	136	1	20	nectandra_hihua	98
accinctapubes_albifasciatadhj01	accinctapubes_albifasciatadhj02	58	49	5	2	nectandra_salicifolia	11
accinctapubes_albifasciatadhj01	accinctapubes_albifasciatadhj02	58	49	1	3	persea_americana	22
accinctapubes_albifasciatadhj01	accinctapubes_albifasciatadhj02	58	49	5	2	nectandra_salicifolia	11
accinctapubes_albifasciatadhj01	accinctapubes_albifasciatadhj02	58	49	1	3	persea_americana	22
accinctapubes_albifasciatadhj01	accinctapubes_albifasciatadhj03	58	13	5	2	nectandra_salicifolia	11
accinctapubes_albifasciatadhj01	accinctapubes_albifasciatadhj03	58	13	1	2	persea_americana	22
accinctapubes_albifasciatadhj01	accinctapubes_albifasciatadhj03	58	13	5	2	nectandra_salicifolia	11
accinctapubes_albifasciatadhj01	accinctapubes_albifasciatadhj03	58	13	1	2	persea_americana	22
accinctapubes_albifasciatadhj01	anadasmus_janzen16	58	96	15	1	nectandra_hihua	98
accinctapubes_albifasciatadhj01	anadasmus_janzen17	58	116	24	1	ocotea_veraguensis	101
accinctapubes_albifasciatadhj01	anadasmus_janzen17	58	116	24	1	ocotea_veraguensis	101
accinctapubes_albifasciatadhj01	anadasmus_janzen25	58	39	24	30	ocotea_veraguensis	101
accinctapubes_albifasciatadhj01	anadasmus_janzen25	58	39	13	7	cinnamomum_triplinerve	66
accinctapubes_albifasciatadhj01	anadasmus_janzen25	58	39	1	2	persea_americana	22
accinctapubes_albifasciatadhj01	anadasmus_janzen26	58	26	5	2	nectandra_salicifolia	11
accinctapubes_albifasciatadhj01	anadasmus_janzen26	58	26	13	19	cinnamomum_triplinerve	66
accinctapubes_albifasciatadhj01	anadasmus_janzen26	58	26	24	3	ocotea_veraguensis	101
accinctapubes_albifasciatadhj01	anadasmus_janzen28	58	67	1	11	persea_americana	22
accinctapubes_albifasciatadhj01	anadasmus_janzen28	58	67	1	11	persea_americana	22
accinctapubes_albifasciatadhj01	anadasmus_janzen30	58	16	1	2	persea_americana	22
accinctapubes_albifasciatadhj01	cerconota_janzen102	58	8	15	6	nectandra_hihua	98
accinctapubes_albifasciatadhj01	deuterollyta_chlorisalis	58	25	15	13	nectandra_hihua	98
accinctapubes_albifasciatadhj01	epipajanzen01_janzen22	58	27	13	24	cinnamomum_triplinerve	66
accinctapubes_albifasciatadhj01	stenoma_janzen06	58	136	1	1	persea_americana	22
accinctapubes_albifasciatadhj01	stenoma_janzen06	58	136	1	1	persea_americana	22
accinctapubes_albifasciatadhj01	stenoma_janzen44	58	109	24	1	ocotea_veraguensis	101
accinctapubes_albifasciatadhj02	accinctapubes_albifasciatadhj03	49	13	41	1	ocotea_veraguensis	101
accinctapubes_albifasciatadhj02	accinctapubes_albifasciatadhj03	49	13	2	2	nectandra_salicifolia	11
accinctapubes_albifasciatadhj02	accinctapubes_albifasciatadhj03	49	13	3	2	persea_americana	22
accinctapubes_albifasciatadhj02	anadasmus_janzen17	49	116	41	1	ocotea_veraguensis	101
accinctapubes_albifasciatadhj02	anadasmus_janzen25	49	39	41	30	ocotea_veraguensis	101
accinctapubes_albifasciatadhj02	anadasmus_janzen25	49	39	3	7	cinnamomum_triplinerve	66
accinctapubes_albifasciatadhj02	anadasmus_janzen25	49	39	3	2	persea_americana	22
accinctapubes_albifasciatadhj02	anadasmus_janzen26	49	26	2	2	nectandra_salicifolia	11
accinctapubes_albifasciatadhj02	anadasmus_janzen26	49	26	3	19	cinnamomum_triplinerve	66
accinctapubes_albifasciatadhj02	anadasmus_janzen26	49	26	41	3	ocotea_veraguensis	101
accinctapubes_albifasciatadhj02	anadasmus_janzen28	49	67	3	11	persea_americana	22
accinctapubes_albifasciatadhj02	anadasmus_janzen30	49	16	3	2	persea_americana	22
accinctapubes_albifasciatadhj02	epipajanzen01_janzen22	49	27	3	24	cinnamomum_triplinerve	66
accinctapubes_albifasciatadhj02	stenoma_janzen06	49	136	3	1	persea_americana	22
accinctapubes_albifasciatadhj02	stenoma_janzen44	49	109	41	1	ocotea_veraguensis	101
accinctapubes_albifasciatadhj03	anadasmus_janzen16	13	96	8	1	nectandra_hihua	98
accinctapubes_albifasciatadhj03	anadasmus_janzen17	13	116	1	1	ocotea_veraguensis	101
accinctapubes_albifasciatadhj03	anadasmus_janzen17	13	116	1	1	ocotea_veraguensis	101
accinctapubes_albifasciatadhj03	anadasmus_janzen25	13	39	2	2	persea_americana	22
accinctapubes_albifasciatadhj03	anadasmus_janzen25	13	39	2	2	persea_americana	22
accinctapubes_albifasciatadhj03	anadasmus_janzen26	13	26	1	3	ocotea_veraguensis	101
accinctapubes_albifasciatadhj03	anadasmus_janzen26	13	26	1	3	ocotea_veraguensis	101
accinctapubes_albifasciatadhj03	anadasmus_janzen28	13	67	2	11	persea_americana	22
accinctapubes_albifasciatadhj03	anadasmus_janzen28	13	67	2	11	persea_americana	22
accinctapubes_albifasciatadhj03	anadasmus_janzen30	13	16	2	2	persea_americana	22
accinctapubes_albifasciatadhj03	cerconota_janzen102	13	8	8	6	nectandra_hihua	98
accinctapubes_albifasciatadhj03	deuterollyta_chlorisalis	13	25	8	13	nectandra_hihua	98
accinctapubes_albifasciatadhj03	stenoma_janzen06	13	136	2	1	persea_americana	22
accinctapubes_albifasciatadhj03	stenoma_janzen06	13	136	2	1	persea_americana	22
accinctapubes_albifasciatadhj03	stenoma_janzen44	13	109	1	1	ocotea_veraguensis	101
achlyodes_busirus	achlyodes_pallida	58	27	16	12	zanthoxylum_melanostictum	40
achlyodes_busirus	achlyodes_pallida	58	27	1	3	citrus_sinensis	6
achlyodes_busirus	achlyodes_pallida	58	27	33	1	zanthoxylum_setulosum	39
achlyodes_busirus	aguna_asander	58	35	2	11	daytime_net	106
achlyodes_busirus	aides_brino	58	44	2	1	daytime_net	106
achlyodes_busirus	aides_burns01	58	14	2	1	daytime_net	106
achlyodes_busirus	anacampsis_janzen353	58	4	16	4	zanthoxylum_melanostictum	40
achlyodes_busirus	anthoptus_epictetus	58	55	2	4	daytime_net	106
achlyodes_busirus	anthoptus_insignis	58	30	2	4	daytime_net	106
achlyodes_busirus	antigonus_erosus	58	64	2	4	daytime_net	106
achlyodes_busirus	aroma_aroma	58	31	2	1	daytime_net	106
achlyodes_busirus	astraptes_audax	58	73	2	1	daytime_net	106
achlyodes_busirus	astraptes_brevicauda	58	24	2	2	daytime_net	106
achlyodes_busirus	astraptes_fruticibus	58	160	2	1	daytime_net	106
achlyodes_busirus	astraptes_synecdoche	58	299	2	6	daytime_net	106
achlyodes_busirus	calpodes_ethlius	58	55	2	8	daytime_net	106
achlyodes_busirus	celaenorrhinus_burns01	58	83	2	1	daytime_net	106
achlyodes_busirus	celaenorrhinus_eligius	58	51	2	1	daytime_net	106
achlyodes_busirus	chioides_catillus	58	33	2	2	daytime_net	106
achlyodes_busirus	conga_chydaea	58	72	2	2	daytime_net	106
achlyodes_busirus	cymaenes_odilia	58	88	2	2	daytime_net	106
achlyodes_busirus	cynea_megalops	58	73	2	1	daytime_net	106
achlyodes_busirus	eantis_thraso	58	26	2	7	daytime_net	106
achlyodes_busirus	eantis_thraso	58	26	33	5	zanthoxylum_setulosum	39
achlyodes_busirus	eantis_thraso	58	26	2	7	daytime_net	106
achlyodes_busirus	eantis_thraso	58	26	33	5	zanthoxylum_setulosum	39
achlyodes_busirus	elbella_scylla	58	35	2	2	daytime_net	106
achlyodes_busirus	epargyreus_burns02	58	55	2	1	daytime_net	106
achlyodes_busirus	euphyes_janzen01	58	48	2	1	daytime_net	106
achlyodes_busirus	hesperjanzen01_janzen55	58	72	2	1	daytime_net	106
achlyodes_busirus	jemadia_suekentonmiller	58	13	2	1	daytime_net	106
achlyodes_busirus	justinia_norda	58	22	2	1	daytime_net	106
achlyodes_busirus	morvina_fissimacula	58	16	2	1	daytime_net	106
achlyodes_busirus	mylon_lassia	58	28	2	2	daytime_net	106
achlyodes_busirus	mylon_pelopidas	58	26	2	1	daytime_net	106
achlyodes_busirus	nisoniades_godma	58	56	2	2	daytime_net	106
achlyodes_busirus	phocides_pigmaliondhj02	58	30	2	1	daytime_net	106
achlyodes_busirus	polyctor_polyctor	58	121	16	1	zanthoxylum_melanostictum	40
achlyodes_busirus	polyctor_polyctor	58	121	16	1	zanthoxylum_melanostictum	40
achlyodes_busirus	proteides_mercurius	58	27	2	1	daytime_net	106
achlyodes_busirus	pythonides_amaryllis	58	32	2	1	daytime_net	106
achlyodes_busirus	quadrus_cerialis	58	59	2	1	daytime_net	106
achlyodes_busirus	sostrata_bifasciata	58	82	2	1	daytime_net	106
achlyodes_busirus	staphylus_caribbea	58	61	2	1	daytime_net	106
achlyodes_busirus	staphylus_vulgata	58	79	2	2	daytime_net	106
achlyodes_busirus	turesis_complanula	58	54	2	1	daytime_net	106
achlyodes_busirus	udranomia_orcinus	58	72	2	1	daytime_net	106
achlyodes_busirus	urbanus_dorantes	58	23	2	3	daytime_net	106
achlyodes_busirus	urbanus_doryssusdhj02	58	78	2	4	daytime_net	106
achlyodes_busirus	urbanus_proteus	58	503	2	1	daytime_net	106
achlyodes_busirus	urbanus_segnestami	58	259	2	1	daytime_net	106
achlyodes_busirus	urbanus_simplicius	58	24	2	4	daytime_net	106
achlyodes_busirus	urbanus_teleus	58	13	2	2	daytime_net	106
achlyodes_busirus	vehilius_vetula	58	15	2	1	daytime_net	106
achlyodes_busirus	xenophanes_tryxus	58	39	2	4	daytime_net	106
achlyodes_pallida	anacampsis_janzen353	27	4	12	4	zanthoxylum_melanostictum	40
achlyodes_pallida	eantis_thraso	27	26	2	4	zanthoxylum_caribaeum	6
achlyodes_pallida	eantis_thraso	27	26	1	5	zanthoxylum_setulosum	39
achlyodes_pallida	eantis_thraso	27	26	2	4	zanthoxylum_caribaeum	6
achlyodes_pallida	eantis_thraso	27	26	1	5	zanthoxylum_setulosum	39
achlyodes_pallida	polyctor_polyctor	27	121	12	1	zanthoxylum_melanostictum	40
agathodes_designalis	antaeotricha_renselariana	6	45	1	4	erythrina_lanceolata	33
agathodes_designalis	antaeotricha_renselariana	6	45	1	4	erythrina_lanceolata	33
agathodes_designalis	astraptes_alardus	6	32	1	28	erythrina_lanceolata	33
agathodes_designalis	astraptes_alardus	6	32	1	28	erythrina_lanceolata	33
agathodes_designalis	brenthia_janzen05	6	1	5	1	erythrina_costaricensis	28
agathodes_designalis	omiodes_cuniculalis	6	177	5	8	erythrina_costaricensis	28
agathodes_designalis	polythrix_kanshul	6	22	5	5	erythrina_costaricensis	28
aguna_asander	aides_brino	35	44	11	1	daytime_net	106
aguna_asander	aides_burns01	35	14	11	1	daytime_net	106
aguna_asander	anthoptus_epictetus	35	55	11	4	daytime_net	106
aguna_asander	anthoptus_insignis	35	30	11	4	daytime_net	106
aguna_asander	antigonus_erosus	35	64	11	4	daytime_net	106
aguna_asander	aroma_aroma	35	31	11	1	daytime_net	106
aguna_asander	astraptes_audax	35	73	11	1	daytime_net	106
aguna_asander	astraptes_brevicauda	35	24	11	2	daytime_net	106
aguna_asander	astraptes_fruticibus	35	160	11	1	daytime_net	106
aguna_asander	astraptes_synecdoche	35	299	11	6	daytime_net	106
aguna_asander	calpodes_ethlius	35	55	11	8	daytime_net	106
aguna_asander	celaenorrhinus_burns01	35	83	11	1	daytime_net	106
aguna_asander	celaenorrhinus_eligius	35	51	11	1	daytime_net	106
aguna_asander	chioides_catillus	35	33	11	2	daytime_net	106
aguna_asander	conga_chydaea	35	72	11	2	daytime_net	106
aguna_asander	cymaenes_odilia	35	88	11	2	daytime_net	106
aguna_asander	cynea_megalops	35	73	11	1	daytime_net	106
aguna_asander	eantis_thraso	35	26	11	7	daytime_net	106
aguna_asander	elbella_scylla	35	35	11	2	daytime_net	106
aguna_asander	epargyreus_burns02	35	55	11	1	daytime_net	106
aguna_asander	euphyes_janzen01	35	48	11	1	daytime_net	106
aguna_asander	hesperjanzen01_janzen55	35	72	11	1	daytime_net	106
aguna_asander	jemadia_suekentonmiller	35	13	11	1	daytime_net	106
aguna_asander	justinia_norda	35	22	11	1	daytime_net	106
aguna_asander	morvina_fissimacula	35	16	11	1	daytime_net	106
aguna_asander	mylon_lassia	35	28	11	2	daytime_net	106
aguna_asander	mylon_pelopidas	35	26	11	1	daytime_net	106
aguna_asander	nisoniades_godma	35	56	11	2	daytime_net	106
aguna_asander	phocides_pigmaliondhj02	35	30	11	1	daytime_net	106
aguna_asander	polyctor_polyctor	35	121	11	1	daytime_net	106
aguna_asander	proteides_mercurius	35	27	11	1	daytime_net	106
aguna_asander	pythonides_amaryllis	35	32	11	1	daytime_net	106
aguna_asander	quadrus_cerialis	35	59	11	1	daytime_net	106
aguna_asander	sostrata_bifasciata	35	82	11	1	daytime_net	106
aguna_asander	staphylus_caribbea	35	61	11	1	daytime_net	106
aguna_asander	staphylus_vulgata	35	79	11	2	daytime_net	106
aguna_asander	turesis_complanula	35	54	11	1	daytime_net	106
aguna_asander	udranomia_orcinus	35	72	11	1	daytime_net	106
aguna_asander	urbanus_dorantes	35	23	11	3	daytime_net	106
aguna_asander	urbanus_doryssusdhj02	35	78	11	4	daytime_net	106
aguna_asander	urbanus_proteus	35	503	11	1	daytime_net	106
aguna_asander	urbanus_segnestami	35	259	11	1	daytime_net	106
aguna_asander	urbanus_simplicius	35	24	11	4	daytime_net	106
aguna_asander	urbanus_teleus	35	13	11	2	daytime_net	106
aguna_asander	vehilius_vetula	35	15	11	1	daytime_net	106
aguna_asander	xenophanes_tryxus	35	39	11	4	daytime_net	106
aguna_burns01	aguna_burns02	17	32	17	2	schnella_guianensis	35
aguna_burns01	aguna_coeloides	17	17	17	16	schnella_guianensis	35
aguna_burns02	aguna_coeloides	32	17	2	16	schnella_guianensis	35
aguna_burns02	aguna_coeloides	32	17	2	16	schnella_guianensis	35
aguna_burns02	stenoma_janzen19	32	198	1	1	bauhinia_guianensis	3
aguna_coeloides	stenoma_janzen19	17	198	1	1	bauhinia_guianensis	3
aides_brino	aides_burns01	44	14	26	4	euterpe_precatoria	58
aides_brino	aides_burns01	44	14	1	1	daytime_net	106
aides_brino	aides_burns01	44	14	17	9	prestoea_decurrens	214
aides_brino	anthoptus_epictetus	44	55	1	4	daytime_net	106
aides_brino	anthoptus_insignis	44	30	1	4	daytime_net	106
aides_brino	antigonus_erosus	44	64	1	4	daytime_net	106
aides_brino	aroma_aroma	44	31	1	1	daytime_net	106
aides_brino	astraptes_audax	44	73	1	1	daytime_net	106
aides_brino	astraptes_brevicauda	44	24	1	2	daytime_net	106
aides_brino	astraptes_fruticibus	44	160	1	1	daytime_net	106
aides_brino	astraptes_synecdoche	44	299	1	6	daytime_net	106
aides_brino	calpodes_ethlius	44	55	1	8	daytime_net	106
aides_brino	carystoides_burns01	44	156	17	147	prestoea_decurrens	214
aides_brino	carystoides_burns01	44	156	17	147	prestoea_decurrens	214
aides_brino	carystoides_janzen03	44	20	26	1	euterpe_precatoria	58
aides_brino	carystoides_orbius	44	151	17	4	prestoea_decurrens	214
aides_brino	celaenorrhinus_burns01	44	83	1	1	daytime_net	106
aides_brino	celaenorrhinus_eligius	44	51	1	1	daytime_net	106
aides_brino	chioides_catillus	44	33	1	2	daytime_net	106
aides_brino	conga_chydaea	44	72	1	2	daytime_net	106
aides_brino	cymaenes_odilia	44	88	1	2	daytime_net	106
aides_brino	cynea_burns05	44	41	17	6	prestoea_decurrens	214
aides_brino	cynea_megalops	44	73	1	1	daytime_net	106
aides_brino	dubiella_belpa	44	47	17	1	prestoea_decurrens	214
aides_brino	dubiella_belpa	44	47	17	1	prestoea_decurrens	214
aides_brino	eantis_thraso	44	26	1	7	daytime_net	106
aides_brino	elbella_scylla	44	35	1	2	daytime_net	106
aides_brino	epargyreus_burns02	44	55	1	1	daytime_net	106
aides_brino	euphyes_janzen01	44	48	1	1	daytime_net	106
aides_brino	hesperjanzen01_janzen55	44	72	1	1	daytime_net	106
aides_brino	jemadia_suekentonmiller	44	13	1	1	daytime_net	106
aides_brino	justinia_norda	44	22	1	1	daytime_net	106
aides_brino	morvina_fissimacula	44	16	1	1	daytime_net	106
aides_brino	mylon_lassia	44	28	1	2	daytime_net	106
aides_brino	mylon_pelopidas	44	26	1	1	daytime_net	106
aides_brino	nisoniades_godma	44	56	1	2	daytime_net	106
aides_brino	perichares_prestoeaphaga	44	26	17	24	prestoea_decurrens	214
aides_brino	phocides_pigmaliondhj02	44	30	1	1	daytime_net	106
aides_brino	polyctor_polyctor	44	121	1	1	daytime_net	106
aides_brino	proteides_mercurius	44	27	1	1	daytime_net	106
aides_brino	pythonides_amaryllis	44	32	1	1	daytime_net	106
aides_brino	quadrus_cerialis	44	59	1	1	daytime_net	106
aides_brino	sostrata_bifasciata	44	82	1	1	daytime_net	106
aides_brino	staphylus_caribbea	44	61	1	1	daytime_net	106
aides_brino	staphylus_vulgata	44	79	1	2	daytime_net	106
aides_brino	stenoma_janzen142	44	48	17	6	prestoea_decurrens	214
aides_brino	turesis_complanula	44	54	1	1	daytime_net	106
aides_brino	udranomia_orcinus	44	72	1	1	daytime_net	106
aides_brino	urbanus_dorantes	44	23	1	3	daytime_net	106
aides_brino	urbanus_doryssusdhj02	44	78	1	4	daytime_net	106
aides_brino	urbanus_proteus	44	503	1	1	daytime_net	106
aides_brino	urbanus_segnestami	44	259	1	1	daytime_net	106
aides_brino	urbanus_simplicius	44	24	1	4	daytime_net	106
aides_brino	urbanus_teleus	44	13	1	2	daytime_net	106
aides_brino	vehilius_vetula	44	15	1	1	daytime_net	106
aides_brino	xenophanes_tryxus	44	39	1	4	daytime_net	106
aides_burns01	anthoptus_epictetus	14	55	1	4	daytime_net	106
aides_burns01	anthoptus_insignis	14	30	1	4	daytime_net	106
aides_burns01	antigonus_erosus	14	64	1	4	daytime_net	106
aides_burns01	aroma_aroma	14	31	1	1	daytime_net	106
aides_burns01	astraptes_audax	14	73	1	1	daytime_net	106
aides_burns01	astraptes_brevicauda	14	24	1	2	daytime_net	106
aides_burns01	astraptes_fruticibus	14	160	1	1	daytime_net	106
aides_burns01	astraptes_synecdoche	14	299	1	6	daytime_net	106
aides_burns01	calpodes_ethlius	14	55	1	8	daytime_net	106
aides_burns01	carystoides_burns01	14	156	9	147	prestoea_decurrens	214
aides_burns01	carystoides_burns01	14	156	9	147	prestoea_decurrens	214
aides_burns01	carystoides_janzen03	14	20	4	1	euterpe_precatoria	58
aides_burns01	carystoides_orbius	14	151	9	4	prestoea_decurrens	214
aides_burns01	celaenorrhinus_burns01	14	83	1	1	daytime_net	106
aides_burns01	celaenorrhinus_eligius	14	51	1	1	daytime_net	106
aides_burns01	chioides_catillus	14	33	1	2	daytime_net	106
aides_burns01	conga_chydaea	14	72	1	2	daytime_net	106
aides_burns01	cymaenes_odilia	14	88	1	2	daytime_net	106
aides_burns01	cynea_burns05	14	41	9	6	prestoea_decurrens	214
aides_burns01	cynea_megalops	14	73	1	1	daytime_net	106
aides_burns01	dubiella_belpa	14	47	9	1	prestoea_decurrens	214
aides_burns01	dubiella_belpa	14	47	9	1	prestoea_decurrens	214
aides_burns01	eantis_thraso	14	26	1	7	daytime_net	106
aides_burns01	elbella_scylla	14	35	1	2	daytime_net	106
aides_burns01	epargyreus_burns02	14	55	1	1	daytime_net	106
aides_burns01	euphyes_janzen01	14	48	1	1	daytime_net	106
aides_burns01	hesperjanzen01_janzen55	14	72	1	1	daytime_net	106
aides_burns01	jemadia_suekentonmiller	14	13	1	1	daytime_net	106
aides_burns01	justinia_norda	14	22	1	1	daytime_net	106
aides_burns01	morvina_fissimacula	14	16	1	1	daytime_net	106
aides_burns01	mylon_lassia	14	28	1	2	daytime_net	106
aides_burns01	mylon_pelopidas	14	26	1	1	daytime_net	106
aides_burns01	nisoniades_godma	14	56	1	2	daytime_net	106
aides_burns01	perichares_prestoeaphaga	14	26	9	24	prestoea_decurrens	214
aides_burns01	phocides_pigmaliondhj02	14	30	1	1	daytime_net	106
aides_burns01	polyctor_polyctor	14	121	1	1	daytime_net	106
aides_burns01	proteides_mercurius	14	27	1	1	daytime_net	106
aides_burns01	pythonides_amaryllis	14	32	1	1	daytime_net	106
aides_burns01	quadrus_cerialis	14	59	1	1	daytime_net	106
aides_burns01	sostrata_bifasciata	14	82	1	1	daytime_net	106
aides_burns01	staphylus_caribbea	14	61	1	1	daytime_net	106
aides_burns01	staphylus_vulgata	14	79	1	2	daytime_net	106
aides_burns01	stenoma_janzen142	14	48	9	6	prestoea_decurrens	214
aides_burns01	turesis_complanula	14	54	1	1	daytime_net	106
aides_burns01	udranomia_orcinus	14	72	1	1	daytime_net	106
aides_burns01	urbanus_dorantes	14	23	1	3	daytime_net	106
aides_burns01	urbanus_doryssusdhj02	14	78	1	4	daytime_net	106
aides_burns01	urbanus_proteus	14	503	1	1	daytime_net	106
aides_burns01	urbanus_segnestami	14	259	1	1	daytime_net	106
aides_burns01	urbanus_simplicius	14	24	1	4	daytime_net	106
aides_burns01	urbanus_teleus	14	13	1	2	daytime_net	106
aides_burns01	vehilius_vetula	14	15	1	1	daytime_net	106
aides_burns01	xenophanes_tryxus	14	39	1	4	daytime_net	106
anacampsis_janzen353	eantis_thraso	4	26	4	7	zanthoxylum_melanostictum	40
anacampsis_janzen353	polyctor_polyctor	4	121	4	1	zanthoxylum_melanostictum	40
anacrusis_nephrodes	quadrus_cerialis	3	59	2	4	piper_tuberculatum	7
anacrusis_nephrodes	quadrus_lugubris	3	22	2	1	piper_tuberculatum	7
anadasmus_janzen16	anadasmus_janzen17	96	116	1	7	ocotea_atirrensis	49
anadasmus_janzen16	anadasmus_janzen17	96	116	1	2	nectandra_hihua	98
anadasmus_janzen16	anadasmus_janzen17	96	116	1	70	ocotea_cernua	80
anadasmus_janzen16	anadasmus_janzen26	96	26	1	1	ocotea_cernua	80
anadasmus_janzen16	anadasmus_janzen28	96	67	1	32	nectandra_hihua	98
anadasmus_janzen16	antaeotricha_janzen224	96	124	29	1	nectandra_umbrosa	37
anadasmus_janzen16	cerconota_janzen102	96	8	1	6	nectandra_hihua	98
anadasmus_janzen16	chryjanzen01_janzen499	96	5	1	5	ocotea_atirrensis	49
anadasmus_janzen16	deuterollyta_chlorisalis	96	25	1	13	nectandra_hihua	98
anadasmus_janzen16	deuterollyta_oediperalisdhj02	96	30	1	26	ocotea_atirrensis	49
anadasmus_janzen16	ridens_biolleyi	96	15	30	3	ocotea_insularis	40
anadasmus_janzen16	stenoma_janzen06	96	136	7	2	nectandra_martinicensis	11
anadasmus_janzen16	stenoma_janzen06	96	136	1	3	ocotea_atirrensis	49
anadasmus_janzen16	stenoma_janzen06	96	136	30	6	ocotea_insularis	40
anadasmus_janzen16	stenoma_janzen06	96	136	1	20	nectandra_hihua	98
anadasmus_janzen16	stenoma_janzen06	96	136	29	7	nectandra_umbrosa	37
anadasmus_janzen16	stenoma_janzen06	96	136	1	8	ocotea_cernua	80
anadasmus_janzen16	stenoma_janzen06	96	136	22	9	ocotea_mollifolia	47
anadasmus_janzen16	stenoma_janzen414	96	4	1	3	ocotea_atirrensis	49
anadasmus_janzen16	venada_daneva	96	29	4	3	pleurothyrium_guindonii	8
anadasmus_janzen16	venada_daneva	96	29	4	3	pleurothyrium_guindonii	8
anadasmus_janzen16	venada_nevada	96	49	1	4	ocotea_atirrensis	49
anadasmus_janzen16	venada_nevada	96	49	4	1	pleurothyrium_guindonii	8
anadasmus_janzen16	venada_nevada	96	49	1	4	ocotea_atirrensis	49
anadasmus_janzen16	venada_nevada	96	49	4	1	pleurothyrium_guindonii	8
anadasmus_janzen17	anadasmus_janzen25	116	39	1	30	ocotea_veraguensis	101
anadasmus_janzen17	anadasmus_janzen26	116	26	1	3	ocotea_veraguensis	101
anadasmus_janzen17	anadasmus_janzen26	116	26	1	3	ocotea_veraguensis	101
anadasmus_janzen17	anadasmus_janzen28	116	67	2	32	nectandra_hihua	98
anadasmus_janzen17	cerconota_janzen102	116	8	2	6	nectandra_hihua	98
anadasmus_janzen17	cerconota_recurvella	116	25	2	7	vismia_baccifera	264
anadasmus_janzen17	chloropaschia_mennusalis	116	76	2	62	vismia_baccifera	264
anadasmus_janzen17	chryjanzen01_janzen499	116	5	7	5	ocotea_atirrensis	49
anadasmus_janzen17	deuterollyta_chlorisalis	116	25	2	13	nectandra_hihua	98
anadasmus_janzen17	deuterollyta_oediperalisdhj02	116	30	7	26	ocotea_atirrensis	49
anadasmus_janzen17	stenoma_adytodesdhj01	116	20	31	1	ocotea_dendrodaphne	33
anadasmus_janzen17	stenoma_janzen06	116	136	7	3	ocotea_atirrensis	49
anadasmus_janzen17	stenoma_janzen06	116	136	2	20	nectandra_hihua	98
anadasmus_janzen17	stenoma_janzen06	116	136	70	8	ocotea_cernua	80
anadasmus_janzen17	stenoma_janzen07	116	202	2	193	vismia_baccifera	264
anadasmus_janzen17	stenoma_janzen414	116	4	31	1	ocotea_dendrodaphne	33
anadasmus_janzen17	stenoma_janzen414	116	4	31	1	ocotea_dendrodaphne	33
anadasmus_janzen17	stenoma_janzen44	116	109	1	1	ocotea_veraguensis	101
anadasmus_janzen17	venada_nevada	116	49	7	4	ocotea_atirrensis	49
anadasmus_janzen25	anadasmus_janzen26	39	26	30	3	ocotea_veraguensis	101
anadasmus_janzen25	anadasmus_janzen26	39	26	30	3	ocotea_veraguensis	101
anadasmus_janzen25	anadasmus_janzen28	39	67	2	11	persea_americana	22
anadasmus_janzen25	anadasmus_janzen30	39	16	2	2	persea_americana	22
anadasmus_janzen25	epipajanzen01_janzen22	39	27	7	24	cinnamomum_triplinerve	66
anadasmus_janzen25	stenoma_janzen06	39	136	2	1	persea_americana	22
anadasmus_janzen25	stenoma_janzen44	39	109	30	1	ocotea_veraguensis	101
anadasmus_janzen26	epipajanzen01_janzen22	26	27	19	24	cinnamomum_triplinerve	66
anadasmus_janzen26	stenoma_janzen06	26	136	1	8	ocotea_cernua	80
anadasmus_janzen26	stenoma_janzen06	26	136	1	8	ocotea_cernua	80
anadasmus_janzen26	stenoma_janzen44	26	109	3	1	ocotea_veraguensis	101
anadasmus_janzen26	venada_nevada	26	49	1	1	nectandra_smithii	3
anadasmus_janzen28	anadasmus_janzen30	67	16	3	1	persea_povedae	5
anadasmus_janzen28	anadasmus_janzen30	67	16	11	2	persea_americana	22
anadasmus_janzen28	anadasmus_janzen30	67	16	16	13	persea_schiedeana	54
anadasmus_janzen28	cerconota_janzen102	67	8	16	1	persea_schiedeana	54
anadasmus_janzen28	cerconota_janzen102	67	8	16	1	persea_schiedeana	54
anadasmus_janzen28	deuterollyta_chlorisalis	67	25	32	13	nectandra_hihua	98
anadasmus_janzen28	stenoma_janzen06	67	136	11	1	persea_americana	22
anadasmus_janzen28	stenoma_janzen06	67	136	32	20	nectandra_hihua	98
anadasmus_janzen28	stenoma_janzen06	67	136	16	11	persea_schiedeana	54
anadasmus_janzen28	venada_daneva	67	29	16	7	persea_schiedeana	54
anadasmus_janzen28	venada_nevada	67	49	16	6	persea_schiedeana	54
